Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP100587,Male,No,0,Not Graduate,Yes,10719,3257.02,325.4,360,1.0,Semiurban,N
LP100588,Female,No,1,Not Graduate,No,7810,4725.76,218.1,240,1.0,Rural,Y
LP100589,Male,Yes,0,Graduate,No,5039,8774.07,365.9,180,1.0,Rural,N
LP100590,Male,No,1,Not Graduate,No,16244,402.81,426.1,360,1.0,Urban,N
LP100591,Female,No,0,Not Graduate,Yes,21367,8048.33,359.7,240,1.0,Urban,N
LP100592,Male,Yes,1,Graduate,No,20125,3689.88,280.7,300,0.0,Rural,N
LP100593,Female,No,3+,Graduate,Yes,7878,8546.19,256.4,300,1.0,Urban,Y
LP100594,Female,Yes,2,Graduate,Yes,20649,8022.03,339.0,240,1.0,Urban,N
LP100595,Female,No,3+,Not Graduate,Yes,10865,3487.61,355.9,300,1.0,Rural,N
LP100596,Male,Yes,3+,Not Graduate,Yes,12922,6938.77,301.4,240,1.0,Urban,N
LP100597,Male,Yes,0,Graduate,Yes,6411,1596.33,331.2,240,0.0,Urban,N
LP100598,Female,Yes,1,Graduate,No,1903,8962.82,93.5,300,0.0,Semiurban,N
LP100599,Female,Yes,2,Not Graduate,Yes,14680,4044.91,478.3,120,0.0,Urban,N
LP100600,Male,No,0,Graduate,Yes,21266,4556.26,405.8,180,1.0,Semiurban,N
LP100601,Female,Yes,0,Not Graduate,Yes,5663,7057.59,218.3,360,1.0,Rural,Y
LP100602,Female,No,0,Not Graduate,No,17971,8208.4,303.3,180,1.0,Semiurban,N
LP100603,Female,Yes,3+,Graduate,No,15836,2363.43,71.3,360,1.0,Rural,Y
LP100604,Male,Yes,1,Graduate,No,23700,6613.5,68.6,360,1.0,Urban,Y
LP100605,Male,Yes,1,Not Graduate,No,6970,3919.98,162.9,180,1.0,Urban,Y
LP100606,Male,No,2,Graduate,Yes,16453,3687.03,360.4,240,1.0,Semiurban,N
LP100607,Female,Yes,1,Graduate,Yes,7776,6900.26,433.5,300,1.0,Rural,N
LP100608,Female,No,1,Graduate,No,7239,3871.83,301.6,120,1.0,Urban,N
LP100609,Female,No,0,Graduate,No,22157,3461.09,289.5,120,1.0,Semiurban,Y
LP100610,Male,No,0,Not Graduate,No,8023,8358.88,231.0,120,1.0,Semiurban,Y
LP100611,Female,No,3+,Not Graduate,No,22887,1012.76,122.7,180,1.0,Semiurban,Y
LP100612,Female,No,0,Not Graduate,Yes,16493,6758.93,103.3,180,0.0,Urban,N
LP100613,Female,No,0,Not Graduate,No,14373,2487.25,392.3,240,0.0,Rural,N
LP100614,Female,No,0,Graduate,No,24490,154.98,467.4,120,1.0,Urban,N
LP100615,Male,No,0,Graduate,No,14919,1667.64,256.2,240,1.0,Urban,Y
LP100616,Male,No,3+,Not Graduate,No,15957,6066.62,346.8,120,1.0,Rural,N
LP100617,Female,Yes,0,Not Graduate,No,3564,7091.27,461.5,180,1.0,Semiurban,N
LP100618,Male,Yes,2,Graduate,No,6815,210.58,90.6,300,1.0,Urban,Y
LP100619,Male,Yes,2,Not Graduate,No,12066,364.25,396.7,300,1.0,Semiurban,N
LP100620,Female,Yes,2,Not Graduate,Yes,1817,9025.42,327.6,300,1.0,Semiurban,N
LP100621,Female,Yes,2,Graduate,Yes,19386,733.06,319.4,300,1.0,Rural,N
LP100622,Male,No,0,Not Graduate,Yes,7630,8941.82,181.6,360,1.0,Rural,Y
LP100623,Female,No,2,Graduate,Yes,8919,2281.66,357.8,120,1.0,Rural,N
LP100624,Male,No,0,Graduate,Yes,3542,7400.18,407.7,300,1.0,Semiurban,N
LP100625,Female,No,3+,Not Graduate,Yes,6098,3097.33,100.8,360,1.0,Semiurban,Y
LP100626,Male,No,2,Graduate,No,11714,8587.52,290.1,360,1.0,Urban,Y
LP100627,Female,No,1,Not Graduate,No,1618,7004.55,95.6,360,0.0,Semiurban,N
LP100628,Male,No,2,Graduate,Yes,2209,4018.13,442.7,240,1.0,Rural,N
LP100629,Male,Yes,2,Not Graduate,No,17357,763.02,278.4,240,1.0,Rural,Y
LP100630,Male,Yes,0,Not Graduate,Yes,21441,7327.0,413.6,360,1.0,Rural,N
LP100631,Female,Yes,2,Not Graduate,No,14101,6168.85,215.6,300,1.0,Rural,Y
LP100632,Male,Yes,1,Graduate,No,4750,29.12,106.3,120,0.0,Semiurban,N
LP100633,Male,No,0,Graduate,No,9561,94.2,68.7,180,1.0,Rural,Y
LP100634,Female,No,0,Not Graduate,No,10109,8087.93,176.7,240,1.0,Urban,Y
LP100635,Female,No,3+,Graduate,No,4103,2594.0,159.9,300,1.0,Semiurban,Y
LP100636,Male,Yes,3+,Not Graduate,No,13546,6361.34,302.2,300,1.0,Rural,N
LP100637,Male,No,2,Not Graduate,Yes,18985,4542.14,59.8,180,1.0,Urban,Y
LP100638,Female,No,3+,Graduate,Yes,22305,8634.3,284.3,180,0.0,Rural,N
LP100639,Female,No,3+,Not Graduate,No,9357,9169.61,226.3,300,1.0,Semiurban,Y
LP100640,Female,Yes,3+,Graduate,Yes,13120,9968.08,309.7,180,1.0,Semiurban,N
LP100641,Female,No,0,Not Graduate,No,9677,1536.84,366.1,300,1.0,Urban,N
LP100642,Female,Yes,0,Graduate,Yes,23966,8629.64,335.3,180,1.0,Semiurban,N
LP100643,Male,Yes,0,Not Graduate,No,24542,2660.21,493.1,180,1.0,Urban,N
LP100644,Female,Yes,3+,Not Graduate,Yes,20145,5908.16,112.2,300,1.0,Rural,Y
LP100645,Male,Yes,0,Graduate,No,13326,5057.73,243.4,360,1.0,Semiurban,Y
LP100646,Male,No,3+,Not Graduate,Yes,15390,179.88,241.2,300,1.0,Rural,Y
LP100647,Male,Yes,0,Not Graduate,No,18392,9327.71,237.7,120,1.0,Rural,Y
LP100648,Female,Yes,0,Graduate,Yes,20263,783.27,348.7,180,1.0,Semiurban,N
LP100649,Male,No,1,Not Graduate,No,22636,6882.19,270.4,240,1.0,Rural,Y
LP100650,Male,No,2,Graduate,No,15330,7850.07,282.8,180,0.0,Urban,N
LP100651,Female,Yes,3+,Not Graduate,No,10984,7952.88,244.6,120,0.0,Urban,N
LP100652,Male,No,1,Graduate,Yes,6995,1354.95,496.3,240,0.0,Urban,N
LP100653,Male,Yes,0,Not Graduate,Yes,12767,4475.7,467.4,240,1.0,Semiurban,N
LP100654,Female,Yes,3+,Not Graduate,Yes,21093,8294.29,188.5,300,0.0,Rural,N
LP100655,Male,Yes,0,Not Graduate,No,8898,3026.79,100.2,360,1.0,Rural,Y
LP100656,Male,Yes,2,Graduate,Yes,8243,4677.49,427.9,300,1.0,Rural,N
LP100657,Male,No,1,Graduate,No,23532,2727.94,498.7,240,1.0,Rural,N
LP100658,Female,Yes,2,Graduate,Yes,6671,4635.51,181.7,240,1.0,Urban,Y
LP100659,Female,No,1,Graduate,Yes,17505,8878.38,211.0,360,1.0,Semiurban,Y
LP100660,Female,No,0,Not Graduate,Yes,18208,4551.24,473.7,180,1.0,Urban,N
LP100661,Male,No,2,Not Graduate,Yes,14504,5559.12,370.0,360,1.0,Urban,N
LP100662,Male,No,2,Graduate,No,12462,4039.76,183.0,300,1.0,Semiurban,Y
LP100663,Female,Yes,0,Graduate,Yes,12275,4601.17,311.5,180,1.0,Semiurban,N
LP100664,Male,No,2,Graduate,Yes,5057,151.74,474.9,300,1.0,Urban,N
LP100665,Male,Yes,3+,Not Graduate,No,5087,2837.46,415.3,360,1.0,Rural,N
LP100666,Female,No,1,Graduate,No,18035,4365.82,383.8,180,1.0,Semiurban,N
LP100667,Female,No,1,Graduate,Yes,2454,6337.97,381.6,360,1.0,Semiurban,N
LP100668,Male,Yes,1,Not Graduate,Yes,15294,4500.52,130.1,120,0.0,Urban,N
LP100669,Male,Yes,3+,Not Graduate,No,22238,3378.17,421.1,240,1.0,Rural,N
LP100670,Male,Yes,1,Graduate,No,2187,3880.99,174.3,180,1.0,Semiurban,N
LP100671,Female,No,0,Not Graduate,No,10001,2422.93,468.7,240,1.0,Urban,N
LP100672,Female,No,2,Graduate,Yes,16638,9244.94,214.1,120,1.0,Semiurban,Y
LP100673,Female,Yes,3+,Not Graduate,Yes,11194,5217.43,435.9,180,1.0,Rural,N
LP100674,Female,Yes,1,Graduate,Yes,4627,134.09,169.8,240,1.0,Urban,Y
LP100675,Male,Yes,0,Graduate,No,24647,194.46,281.5,240,1.0,Urban,Y
LP100676,Female,Yes,2,Graduate,No,14260,9729.62,98.1,180,1.0,Rural,Y
LP100677,Female,No,2,Graduate,No,13059,2214.51,347.1,240,0.0,Urban,N
LP100678,Female,Yes,3+,Not Graduate,Yes,16296,8056.08,426.2,240,1.0,Rural,N
LP100679,Female,Yes,3+,Not Graduate,No,4895,582.75,373.3,180,1.0,Urban,N
LP100680,Female,Yes,3+,Not Graduate,Yes,2345,9211.63,285.5,240,0.0,Rural,N
LP100681,Male,Yes,0,Not Graduate,No,2664,8744.17,70.3,240,1.0,Semiurban,N
LP100682,Male,No,0,Graduate,Yes,14454,5710.93,470.0,300,1.0,Semiurban,N
LP100683,Female,Yes,3+,Graduate,Yes,7404,89.99,367.5,300,1.0,Semiurban,N
LP100684,Male,No,1,Not Graduate,No,15231,2578.11,385.6,120,1.0,Urban,N
LP100685,Female,Yes,2,Not Graduate,Yes,23244,4068.23,407.6,300,0.0,Rural,N
LP100686,Female,Yes,2,Not Graduate,No,1854,4600.64,386.5,300,1.0,Rural,N
LP100687,Male,No,0,Not Graduate,Yes,19756,2976.79,248.5,120,0.0,Semiurban,N
LP100688,Male,Yes,2,Not Graduate,No,19908,329.48,380.1,240,1.0,Semiurban,N
LP100689,Female,No,1,Graduate,No,4317,5901.27,331.3,240,1.0,Semiurban,N
LP100690,Female,No,2,Graduate,Yes,5332,5241.55,434.3,300,1.0,Rural,N
LP100691,Female,Yes,0,Graduate,No,13967,2830.01,411.1,120,0.0,Semiurban,N
LP100692,Male,No,0,Not Graduate,Yes,9757,379.76,68.6,240,0.0,Urban,N
LP100693,Female,No,1,Not Graduate,No,14607,9945.94,220.5,360,1.0,Semiurban,Y
LP100694,Female,No,1,Not Graduate,No,13958,4819.86,65.6,180,1.0,Semiurban,Y
LP100695,Female,No,2,Not Graduate,No,12213,7560.04,95.9,180,0.0,Rural,N
LP100696,Male,No,2,Graduate,No,4081,4523.14,320.6,180,0.0,Urban,N
LP100697,Female,No,0,Graduate,Yes,11082,431.7,443.2,300,0.0,Rural,N
LP100698,Female,No,1,Not Graduate,No,20370,3096.01,103.9,180,1.0,Urban,Y
LP100699,Male,No,1,Graduate,No,9918,3201.1,253.0,180,1.0,Urban,Y
LP100700,Female,Yes,1,Graduate,Yes,20327,8383.53,459.9,360,0.0,Semiurban,N
LP100701,Female,Yes,2,Not Graduate,Yes,15919,6542.3,416.4,240,1.0,Semiurban,N
LP100702,Male,No,1,Not Graduate,Yes,13314,2754.3,283.9,360,0.0,Rural,N
LP100703,Female,Yes,0,Not Graduate,Yes,2536,9677.4,397.2,300,1.0,Rural,N
LP100704,Male,No,0,Not Graduate,Yes,11524,3215.42,285.2,180,1.0,Rural,Y
LP100705,Male,No,2,Not Graduate,Yes,12432,9982.34,121.1,240,1.0,Urban,Y
LP100706,Female,Yes,3+,Not Graduate,No,8935,9961.64,106.1,180,1.0,Rural,Y
LP100707,Female,No,2,Graduate,Yes,3048,1912.11,134.8,180,1.0,Urban,Y
LP100708,Female,No,3+,Graduate,No,6565,3127.41,207.9,300,1.0,Urban,Y
LP100709,Female,No,1,Not Graduate,Yes,24380,4860.44,468.7,180,1.0,Urban,N
LP100710,Male,No,2,Graduate,No,24067,6641.01,409.9,120,1.0,Urban,N
LP100711,Female,Yes,0,Not Graduate,No,21841,5280.47,244.8,240,1.0,Urban,Y
LP100712,Male,No,1,Not Graduate,No,4907,9694.41,271.9,240,1.0,Semiurban,Y
LP100713,Female,No,0,Not Graduate,Yes,2139,7239.89,169.5,120,1.0,Urban,N
LP100714,Female,No,1,Not Graduate,Yes,1672,2120.45,367.0,300,0.0,Urban,N
LP100715,Female,Yes,2,Graduate,Yes,7166,1050.98,411.2,180,1.0,Semiurban,N
LP100716,Male,No,3+,Not Graduate,Yes,5854,6884.01,157.5,180,1.0,Semiurban,Y
LP100717,Female,Yes,1,Graduate,No,21843,1584.52,68.8,240,1.0,Semiurban,Y
LP100718,Female,Yes,3+,Not Graduate,Yes,11609,7876.77,330.8,300,1.0,Rural,N
LP100719,Female,No,1,Not Graduate,No,4386,3110.37,303.1,300,1.0,Rural,N
LP100720,Female,No,0,Not Graduate,No,3664,3268.93,231.0,300,1.0,Urban,Y
LP100721,Male,Yes,0,Graduate,Yes,5445,107.98,339.8,180,1.0,Urban,N
LP100722,Female,No,1,Not Graduate,Yes,23119,7010.11,297.8,300,1.0,Urban,Y
LP100723,Male,Yes,3+,Not Graduate,Yes,11901,1132.7,162.8,120,1.0,Urban,Y
LP100724,Male,Yes,2,Not Graduate,No,9246,7728.81,229.0,360,0.0,Semiurban,N
LP100725,Male,No,2,Graduate,Yes,13475,4918.68,242.7,300,1.0,Rural,Y
LP100726,Male,No,0,Graduate,No,20474,7842.8,446.1,360,1.0,Semiurban,N
LP100727,Male,Yes,2,Graduate,Yes,9254,5839.27,482.4,180,0.0,Rural,N
LP100728,Male,Yes,0,Not Graduate,No,17096,824.33,451.9,300,1.0,Semiurban,N
LP100729,Female,Yes,2,Graduate,Yes,22818,7656.52,373.6,240,0.0,Urban,N
LP100730,Male,Yes,1,Not Graduate,Yes,21960,697.99,313.2,180,1.0,Rural,N
LP100731,Male,No,0,Graduate,No,6685,4787.02,360.2,120,0.0,Urban,N
LP100732,Male,No,0,Graduate,Yes,2593,1723.49,472.6,120,0.0,Rural,N
LP100733,Female,No,1,Not Graduate,Yes,5380,7523.35,162.5,360,0.0,Rural,N
LP100734,Female,No,0,Graduate,Yes,12186,9115.91,290.8,360,0.0,Urban,N
LP100735,Male,No,2,Not Graduate,Yes,24443,5541.26,360.3,240,1.0,Urban,N
LP100736,Female,Yes,2,Not Graduate,Yes,12271,5271.47,355.7,240,1.0,Urban,N
LP100737,Male,No,0,Graduate,Yes,12180,7639.63,163.5,120,1.0,Semiurban,Y
LP100738,Male,No,2,Not Graduate,Yes,4285,50.79,314.0,300,1.0,Rural,N
LP100739,Female,No,3+,Not Graduate,No,23949,9177.59,408.2,120,1.0,Rural,N
LP100740,Male,No,0,Graduate,No,16299,1974.49,263.8,120,1.0,Rural,Y
LP100741,Female,No,1,Graduate,Yes,17780,9841.19,407.0,240,0.0,Urban,N
LP100742,Female,Yes,3+,Not Graduate,Yes,8039,7362.54,211.9,360,1.0,Rural,Y
LP100743,Male,Yes,0,Graduate,Yes,19458,7742.51,472.4,240,1.0,Rural,N
LP100744,Male,Yes,1,Not Graduate,No,17516,6562.03,290.3,240,1.0,Urban,Y
LP100745,Female,No,2,Not Graduate,No,23560,4716.63,318.2,240,1.0,Urban,N
LP100746,Male,Yes,1,Graduate,Yes,16230,5716.28,64.1,120,1.0,Rural,Y
LP100747,Male,Yes,3+,Graduate,No,12065,464.03,126.6,300,1.0,Semiurban,Y
LP100748,Male,No,2,Graduate,Yes,9560,6239.6,334.8,120,1.0,Urban,N
LP100749,Female,No,0,Graduate,Yes,5490,6260.98,238.9,180,1.0,Semiurban,Y
LP100750,Female,No,2,Not Graduate,Yes,23094,8912.01,278.7,240,1.0,Semiurban,Y
LP100751,Male,Yes,0,Not Graduate,Yes,22729,5056.56,78.3,240,1.0,Semiurban,Y
LP100752,Female,Yes,0,Graduate,No,19073,771.44,425.4,180,1.0,Semiurban,N
LP100753,Female,No,1,Graduate,No,20573,3061.96,403.0,240,0.0,Urban,N
LP100754,Female,No,1,Not Graduate,Yes,5595,6556.29,133.4,240,1.0,Rural,Y
LP100755,Female,Yes,1,Not Graduate,No,16049,2392.59,335.4,240,1.0,Rural,N
LP100756,Female,Yes,3+,Not Graduate,No,19759,2805.28,418.2,180,1.0,Urban,N
LP100757,Male,No,3+,Not Graduate,Yes,21290,8204.69,338.4,120,0.0,Urban,N
LP100758,Male,No,1,Graduate,No,11479,5843.2,189.7,240,1.0,Semiurban,Y
LP100759,Male,Yes,3+,Not Graduate,Yes,21816,5085.27,345.3,300,1.0,Semiurban,N
LP100760,Female,No,2,Not Graduate,Yes,6908,3184.52,144.7,180,1.0,Urban,Y
LP100761,Female,Yes,2,Graduate,Yes,21745,7309.28,193.2,360,1.0,Rural,Y
LP100762,Male,Yes,3+,Not Graduate,Yes,15437,2877.18,158.0,180,1.0,Semiurban,Y
LP100763,Female,Yes,3+,Not Graduate,No,4333,7370.64,300.6,120,0.0,Urban,N
LP100764,Male,Yes,2,Graduate,Yes,6785,701.01,98.7,180,1.0,Urban,Y
LP100765,Male,No,0,Graduate,No,11089,8645.41,470.0,360,1.0,Urban,N
LP100766,Male,No,2,Graduate,Yes,16208,4995.66,200.1,300,1.0,Semiurban,Y
LP100767,Female,Yes,2,Not Graduate,Yes,15616,4385.08,148.5,360,0.0,Urban,N
LP100768,Female,Yes,3+,Not Graduate,No,9145,6110.23,273.4,180,1.0,Rural,Y
LP100769,Male,Yes,2,Graduate,Yes,13518,6241.92,174.6,360,1.0,Urban,Y
LP100770,Male,Yes,3+,Graduate,No,12389,1320.35,290.7,180,1.0,Semiurban,Y
LP100771,Male,Yes,3+,Not Graduate,No,6277,7562.34,206.8,300,1.0,Rural,Y
LP100772,Male,No,1,Graduate,Yes,17494,2759.28,109.4,300,0.0,Rural,N
LP100773,Female,No,2,Graduate,Yes,4235,9049.62,169.7,120,1.0,Urban,Y
LP100774,Female,No,0,Graduate,Yes,15111,8178.51,247.3,300,1.0,Urban,Y
LP100775,Male,No,1,Not Graduate,Yes,7868,3462.66,63.6,240,1.0,Rural,Y
LP100776,Male,Yes,3+,Not Graduate,Yes,18705,8077.39,396.8,360,1.0,Urban,N
LP100777,Female,Yes,3+,Not Graduate,Yes,1662,3563.9,329.8,360,1.0,Semiurban,N
LP100778,Female,Yes,0,Not Graduate,No,9277,1009.48,320.6,180,1.0,Rural,N
LP100779,Male,Yes,3+,Not Graduate,No,16349,9618.88,295.7,300,1.0,Urban,Y
LP100780,Male,Yes,2,Not Graduate,Yes,19816,6526.02,315.6,120,1.0,Rural,N
LP100781,Male,No,1,Graduate,No,5035,4561.0,470.6,120,1.0,Urban,N
LP100782,Female,Yes,3+,Not Graduate,No,23840,3977.73,53.9,120,0.0,Urban,N
LP100783,Female,No,3+,Not Graduate,Yes,21330,3247.05,71.5,240,1.0,Semiurban,Y
LP100784,Female,No,0,Graduate,Yes,14903,9814.48,136.2,300,0.0,Urban,N
LP100785,Male,No,2,Not Graduate,No,16016,1347.47,125.3,120,1.0,Urban,Y
LP100786,Male,No,3+,Not Graduate,Yes,20674,3148.05,131.5,240,1.0,Urban,Y
LP100787,Female,Yes,0,Graduate,No,20591,4854.98,352.4,360,1.0,Semiurban,N
LP100788,Female,No,3+,Graduate,Yes,9459,4780.0,256.8,180,1.0,Urban,Y
LP100789,Male,No,0,Graduate,No,5433,4713.66,496.3,300,1.0,Urban,N
LP100790,Female,No,0,Not Graduate,No,4885,1757.84,152.1,300,1.0,Urban,Y
LP100791,Female,Yes,2,Graduate,No,24520,1449.33,189.9,360,1.0,Rural,Y
LP100792,Male,Yes,3+,Not Graduate,No,2422,2547.68,492.9,300,1.0,Semiurban,N
LP100793,Female,Yes,2,Not Graduate,Yes,11867,9145.26,424.3,300,1.0,Rural,N
LP100794,Male,No,0,Not Graduate,Yes,15237,1130.53,261.4,300,0.0,Semiurban,N
LP100795,Male,No,1,Not Graduate,No,2064,7574.25,299.6,300,0.0,Semiurban,N
LP100796,Male,Yes,3+,Graduate,No,21142,7575.48,429.4,240,0.0,Rural,N
LP100797,Male,No,1,Graduate,Yes,12289,8097.7,266.4,240,1.0,Semiurban,Y
LP100798,Male,Yes,3+,Not Graduate,Yes,4000,8866.15,142.7,180,1.0,Semiurban,Y
LP100799,Male,Yes,2,Graduate,No,22450,2630.36,422.8,300,1.0,Rural,N
LP100800,Male,No,2,Not Graduate,No,8381,2245.59,292.0,360,1.0,Urban,Y
LP100801,Female,No,2,Not Graduate,No,5136,4655.06,118.9,120,0.0,Semiurban,N
LP100802,Male,No,2,Not Graduate,No,23914,2650.89,277.5,180,1.0,Rural,Y
LP100803,Male,No,2,Graduate,No,1723,7343.1,235.9,120,0.0,Semiurban,N
LP100804,Female,Yes,1,Not Graduate,Yes,7797,6359.4,444.6,120,1.0,Rural,N
LP100805,Female,Yes,2,Not Graduate,No,16395,8749.88,106.7,300,1.0,Urban,Y
LP100806,Female,Yes,0,Graduate,Yes,1850,827.38,443.8,360,0.0,Semiurban,N
LP100807,Male,Yes,0,Graduate,Yes,19812,9150.83,280.5,120,1.0,Urban,Y
LP100808,Female,Yes,1,Graduate,Yes,6232,2933.49,232.0,120,0.0,Urban,N
LP100809,Male,No,3+,Graduate,No,2517,4906.94,122.9,180,1.0,Rural,N
LP100810,Male,Yes,0,Not Graduate,Yes,20110,4386.11,365.4,360,0.0,Semiurban,N
LP100811,Male,Yes,3+,Graduate,Yes,16729,7603.12,467.1,360,1.0,Semiurban,N
LP100812,Male,Yes,1,Not Graduate,Yes,8670,4203.33,218.9,120,0.0,Semiurban,N
LP100813,Female,No,3+,Graduate,Yes,14803,9435.53,158.7,360,1.0,Semiurban,Y
LP100814,Female,No,3+,Graduate,No,7707,9025.34,299.7,180,1.0,Semiurban,Y
LP100815,Male,No,3+,Graduate,No,13816,8721.61,408.3,180,1.0,Rural,N
LP100816,Male,No,3+,Graduate,Yes,3919,712.58,51.7,180,1.0,Semiurban,Y
LP100817,Male,Yes,1,Graduate,Yes,7740,8542.58,334.1,300,1.0,Urban,N
LP100818,Female,Yes,0,Graduate,No,3393,7816.35,318.4,120,1.0,Urban,N
LP100819,Male,No,2,Not Graduate,No,15253,1035.13,193.2,360,0.0,Semiurban,N
LP100820,Male,No,3+,Graduate,No,6822,1074.14,253.1,180,1.0,Rural,Y
LP100821,Female,Yes,0,Graduate,Yes,12732,1011.64,161.1,120,1.0,Rural,Y
LP100822,Female,Yes,0,Graduate,No,24762,113.33,405.4,120,1.0,Semiurban,N
LP100823,Male,No,1,Graduate,Yes,19009,5486.34,335.5,300,1.0,Urban,N
LP100824,Female,No,0,Not Graduate,Yes,4617,9733.94,289.7,360,0.0,Semiurban,N
LP100825,Female,No,1,Graduate,No,5661,4386.85,226.6,360,1.0,Semiurban,Y
LP100826,Male,No,3+,Graduate,Yes,17023,5407.58,181.1,180,1.0,Semiurban,Y
LP100827,Female,Yes,3+,Graduate,No,5542,9679.7,420.2,180,1.0,Rural,N
LP100828,Male,Yes,2,Graduate,Yes,5933,2551.82,253.1,120,1.0,Rural,Y
LP100829,Female,Yes,2,Not Graduate,No,15516,8584.7,275.7,360,0.0,Urban,N
LP100830,Male,No,2,Graduate,Yes,4158,5463.9,284.4,360,1.0,Urban,Y
LP100831,Male,No,0,Not Graduate,Yes,12410,5694.77,251.8,180,1.0,Semiurban,Y
LP100832,Male,Yes,3+,Graduate,No,21367,3431.74,165.2,240,1.0,Urban,Y
LP100833,Female,Yes,1,Not Graduate,No,4444,5615.84,104.2,120,1.0,Semiurban,Y
LP100834,Male,Yes,2,Not Graduate,No,8710,731.43,94.3,360,1.0,Urban,Y
LP100835,Female,Yes,1,Graduate,No,10287,7646.44,390.9,300,1.0,Semiurban,N
LP100836,Male,No,1,Graduate,Yes,3486,2846.88,150.6,300,1.0,Rural,Y
LP100837,Male,Yes,2,Not Graduate,No,12442,8876.08,75.1,240,1.0,Semiurban,Y
LP100838,Female,Yes,3+,Not Graduate,No,18958,3678.51,408.9,180,1.0,Rural,N
LP100839,Male,Yes,2,Graduate,Yes,13661,1428.24,119.3,180,1.0,Rural,Y
LP100840,Male,Yes,1,Not Graduate,No,22189,6958.82,331.3,180,1.0,Urban,N
LP100841,Female,Yes,2,Not Graduate,No,4507,1645.78,202.4,300,1.0,Urban,Y
LP100842,Male,Yes,1,Not Graduate,Yes,2469,7536.81,106.9,180,1.0,Rural,N
LP100843,Male,Yes,1,Graduate,No,10272,9681.12,236.5,300,1.0,Semiurban,Y
LP100844,Male,No,2,Not Graduate,No,4324,7795.53,56.7,240,1.0,Semiurban,Y
LP100845,Male,No,0,Not Graduate,No,2711,224.49,428.5,120,1.0,Urban,N
LP100846,Female,No,2,Not Graduate,No,1729,5998.86,281.1,360,1.0,Semiurban,N
LP100847,Female,No,0,Graduate,No,22168,6954.11,112.6,240,1.0,Semiurban,Y
LP100848,Male,Yes,1,Graduate,No,17274,8254.58,156.6,300,0.0,Semiurban,N
LP100849,Female,No,1,Not Graduate,Yes,15845,560.02,251.6,240,1.0,Rural,Y
LP100850,Male,No,0,Graduate,No,4685,4801.08,135.0,360,1.0,Rural,Y
LP100851,Female,Yes,1,Not Graduate,Yes,16511,5353.71,170.9,120,1.0,Semiurban,Y
LP100852,Male,Yes,0,Graduate,Yes,18385,1691.25,290.5,360,1.0,Urban,Y
LP100853,Male,No,0,Graduate,Yes,1548,3224.5,424.7,300,1.0,Semiurban,N
LP100854,Male,No,1,Not Graduate,Yes,21450,4402.22,230.8,360,0.0,Urban,N
LP100855,Male,Yes,3+,Graduate,No,16673,8332.1,372.6,240,1.0,Rural,N
LP100856,Male,No,0,Graduate,No,20939,9294.08,444.5,180,1.0,Semiurban,N
LP100857,Male,Yes,2,Graduate,No,18270,6284.23,147.3,240,1.0,Semiurban,Y
LP100858,Female,Yes,2,Not Graduate,Yes,2469,3949.45,413.2,300,1.0,Urban,N
LP100859,Male,Yes,1,Graduate,No,16053,2540.31,390.8,120,1.0,Urban,N
LP100860,Female,Yes,3+,Graduate,No,7320,9821.35,210.6,360,1.0,Semiurban,Y
LP100861,Male,No,1,Not Graduate,No,15792,9830.2,495.3,120,1.0,Semiurban,N
LP100862,Female,Yes,3+,Graduate,Yes,4552,9249.77,168.2,300,1.0,Urban,Y
LP100863,Female,Yes,0,Graduate,Yes,13109,7856.69,164.7,360,1.0,Rural,Y
LP100864,Female,No,0,Graduate,No,3802,3257.8,397.5,240,1.0,Urban,N
LP100865,Male,Yes,0,Graduate,Yes,3783,8170.0,245.6,240,0.0,Semiurban,N
LP100866,Male,No,0,Graduate,Yes,16885,4087.93,198.9,300,0.0,Rural,N
LP100867,Female,No,2,Not Graduate,No,11299,3267.73,130.4,360,1.0,Rural,Y
LP100868,Male,No,2,Not Graduate,Yes,17120,7448.65,394.4,240,1.0,Rural,N
LP100869,Female,Yes,1,Graduate,Yes,22250,796.54,403.8,300,1.0,Rural,N
LP100870,Male,No,3+,Graduate,No,1622,485.63,305.0,300,1.0,Semiurban,N
LP100871,Female,No,0,Graduate,Yes,24683,4479.54,480.8,120,1.0,Rural,N
LP100872,Female,Yes,0,Not Graduate,Yes,10972,4456.39,193.2,240,1.0,Urban,Y
LP100873,Male,No,3+,Not Graduate,Yes,5227,8956.44,148.8,360,0.0,Urban,N
LP100874,Female,No,3+,Graduate,Yes,15232,1261.53,354.9,240,1.0,Urban,N
LP100875,Male,No,1,Graduate,Yes,6458,1232.84,391.3,240,1.0,Semiurban,N
LP100876,Female,No,3+,Not Graduate,Yes,2024,1474.53,151.2,240,0.0,Rural,N
LP100877,Female,No,0,Graduate,Yes,10579,297.36,84.5,300,1.0,Urban,Y
LP100878,Male,Yes,0,Not Graduate,Yes,9899,717.32,414.7,180,1.0,Urban,N
LP100879,Male,No,0,Not Graduate,No,18032,6598.7,489.4,180,1.0,Urban,N
LP100880,Male,No,0,Graduate,No,18321,4315.84,340.1,120,0.0,Rural,N
